,quadrante,caracteristica
17302,D-_R-,Preço_Outros
17303,D-_R-,Preço_Outros
17304,D-_R-,Preço_Outros
17305,D-_R-,Preço_Outros
17306,D+_R-,Preço_Outros
17307,D+_R-,Preço_Outros
17308,D+_R-,Preço_Outros
17309,D+_R-,Preço_Outros
17310,D+_R-,Preço_Outros
17311,D+_R-,Preço_Outros
17312,D-_R-,Preço_Outros
17313,D-_R-,Preço_Outros
17314,D-_R-,Preço_Outros
17315,D-_R-,Preço_Outros
17316,D-_R-,Preço_Outros
17317,D-_R+,Preço_Outros
17318,D+_R-,Preço_Outros
17319,D+_R+,Preço_Outros
17320,D+_R-,Preço_Outros
17321,D+_R-,Preço_Outros
17322,D+_R-,Preço_Outros
17323,D+_R-,Preço_Outros
17324,D-_R-,Preço_Outros
17325,D+_R-,Preço_Outros
17326,D-_R-,Preço_Outros
17327,D+_R-,Preço_Outros
17328,D-_R-,Preço_Outros
17329,D-_R-,Preço_Outros
17330,D-_R+,Preço_Outros
17331,D-_R+,Preço_Outros
17332,D-_R+,Preço_Outros
17333,D-_R-,Preço_Outros
17334,D-_R+,Preço_Outros
17335,D-_R+,Preço_Outros
17336,D-_R+,Preço_Outros
17337,D-_R+,Preço_Outros
17338,D-_R+,Preço_Outros
17339,D-_R-,Preço_Outros
17340,D-_R-,Preço_Outros
17341,D-_R+,Preço_Outros
17342,D+_R+,Preço_Outros
17343,D+_R+,Preço_Outros
17344,D-_R+,Preço_Outros
17345,D+_R+,Preço_Outros
17346,D+_R+,Preço_Outros
17347,D+_R+,Preço_Outros
17348,D+_R+,Preço_Outros
17349,D-_R+,Preço_Outros
17350,D+_R+,Preço_Outros
17351,D-_R+,Preço_Outros
17352,D-_R+,Preço_Outros
17353,D+_R+,Preço_Outros
17354,D+_R+,Preço_Outros
17355,D-_R-,Preço_Outros
17356,D-_R+,Preço_Outros
17357,D-_R+,Preço_Outros
17358,D-_R+,Preço_Outros
17359,D-_R+,Preço_Outros
17360,D-_R+,Preço_Outros
17361,D-_R+,Preço_Outros
17362,D-_R+,Preço_Outros
17363,D-_R+,Preço_Outros
17364,D-_R+,Preço_Outros
17365,D-_R+,Preço_Outros
17366,D-_R+,Preço_Outros
17367,D+_R+,Preço_Outros
17368,D+_R+,Preço_Outros
17369,D+_R+,Preço_Outros
17370,D+_R+,Preço_Outros
17371,D+_R+,Preço_Outros
17372,D+_R+,Preço_Outros
17373,D-_R-,Preço_Outros
17374,D+_R+,Preço_Outros
17375,D+_R+,Preço_Outros
17376,D+_R+,Preço_Outros
17377,D-_R+,Preço_Outros
17378,D-_R+,Preço_Outros
17379,D-_R+,Preço_Outros
17380,D-_R+,Preço_Outros
17381,D-_R+,Preço_Outros
17382,D-_R+,Preço_Outros
17383,D-_R+,Preço_Outros
17384,D-_R+,Preço_Outros
17385,D-_R+,Preço_Outros
17386,D-_R+,Preço_Outros
17387,D-_R+,Preço_Outros
17388,D-_R+,Preço_Outros
17389,D-_R+,Preço_Outros
17390,D-_R+,Preço_Outros
17391,D-_R+,Preço_Outros
17392,D-_R+,Preço_Outros
17393,D-_R+,Preço_Outros
17394,D-_R+,Preço_Outros
17395,D-_R+,Preço_Outros
17396,D-_R+,Preço_Outros
17397,D+_R+,Preço_Outros
17398,D+_R+,Preço_Outros
17399,D+_R+,Preço_Outros
17400,D+_R+,Preço_Outros
17401,D+_R-,Preço_Outros
17402,D+_R+,Preço_Outros
17403,D-_R-,Preço_Outros
17404,D-_R+,Preço_Outros
17405,D-_R-,Preço_Outros
17406,D-_R-,Preço_Outros
17407,D-_R-,Preço_Outros
17408,D-_R-,Preço_Outros
17409,D-_R-,Preço_Outros
17410,D-_R-,Preço_Outros
17411,D-_R-,Preço_Outros
17412,D-_R+,Preço_Outros
17413,D-_R+,Preço_Outros
17414,D-_R+,Preço_Outros
17415,D-_R-,Preço_Outros
17416,D+_R-,Preço_Outros
17417,D+_R+,Preço_Outros
17418,D+_R+,Preço_Outros
17419,D+_R-,Preço_Outros
17420,D-_R+,Preço_Outros
17421,D+_R-,Preço_Outros
17422,D-_R+,Preço_Outros
17423,D-_R+,Preço_Outros
17424,D+_R+,Preço_Outros
17425,D-_R-,Preço_Outros
17426,D-_R-,Preço_Outros
17427,D+_R-,Preço_Outros
17428,D-_R-,Preço_Outros
17429,D-_R-,Preço_Outros
17430,D-_R+,Preço_Outros
17431,D+_R-,Preço_Outros
17432,D-_R+,Preço_Outros
17433,D-_R+,Preço_Outros
17434,D-_R+,Preço_Outros
17435,D-_R+,Preço_Outros
17436,D-_R-,Preço_Outros
17437,D-_R-,Preço_Outros
17438,D-_R-,Preço_Outros
17439,D-_R+,Preço_Outros
17440,D+_R-,Preço_Outros
17441,D+_R+,Preço_Outros
17442,D+_R+,Preço_Outros
17443,D+_R+,Preço_Outros
17444,D+_R+,Preço_Outros
17445,D+_R-,Preço_Outros
17446,D-_R+,Preço_Outros
17447,D-_R+,Preço_Outros
17448,D-_R-,Preço_Outros
17449,D-_R-,Preço_Outros
17450,D+_R+,Preço_Outros
17451,D+_R-,Preço_Outros
17452,D+_R+,Preço_Outros
17453,D+_R+,Preço_Outros
17454,D+_R-,Preço_Outros
17455,D+_R+,Preço_Outros
17456,D+_R-,Preço_Outros
17457,D+_R-,Preço_Outros
17458,D-_R+,Preço_Outros
17459,D-_R-,Preço_Outros
17460,D-_R-,Preço_Outros
17461,D-_R-,Preço_Outros
17462,D-_R+,Preço_Outros
17463,D-_R+,Preço_Outros
17464,D-_R-,Preço_Outros
17465,D-_R+,Preço_Outros
17466,D-_R+,Preço_Outros
17467,D-_R+,Preço_Outros
17468,D-_R+,Preço_Outros
17469,D-_R-,Preço_Outros
17470,D+_R-,Preço_Outros
17471,D+_R+,Preço_Outros
17472,D+_R-,Preço_Outros
17473,D+_R-,Preço_Outros
17474,D+_R+,Preço_Outros
17475,D+_R-,Preço_Outros
17476,D-_R+,Preço_2
17477,D-_R-,Preço_2
17478,D-_R-,Preço_2
17479,D-_R-,Preço_2
17480,D-_R-,Preço_2
17481,D-_R-,Preço_2
17482,D-_R-,Preço_2
17483,D-_R-,Preço_2
17484,D-_R-,Preço_2
17485,D-_R+,Preço_2
17486,D-_R-,Preço_2
17487,D-_R-,Preço_2
17488,D+_R+,Preço_2
17489,D+_R-,Preço_2
17490,D-_R-,Preço_2
17491,D-_R-,Preço_2
17492,D-_R+,Preço_2
17493,D-_R-,Preço_2
17494,D+_R-,Preço_2
17495,D+_R-,Preço_2
17496,D-_R-,Preço_2
17497,D+_R-,Preço_2
17498,D-_R-,Preço_2
17499,D-_R-,Preço_2
17500,D+_R-,Preço_2
17501,D+_R-,Preço_2
17502,D+_R-,Preço_2
17503,D+_R-,Preço_2
17504,D+_R-,Preço_2
17505,D+_R-,Preço_2
17506,D-_R-,Preço_2
17507,D-_R-,Preço_2
17508,D-_R-,Preço_2
17509,D-_R-,Preço_2
17510,D-_R-,Preço_2
17511,D-_R-,Preço_2
17512,D-_R-,Preço_2
17513,D-_R-,Preço_2
17514,D-_R-,Preço_2
17515,D-_R-,Preço_2
17516,D-_R-,Preço_2
17517,D-_R-,Preço_2
17518,D-_R-,Preço_2
17519,D-_R-,Preço_2
17520,D-_R-,Preço_2
17521,D-_R-,Preço_2
17522,D-_R-,Preço_2
17523,D-_R-,Preço_2
17524,D+_R-,Preço_2
17525,D+_R+,Preço_2
17526,D+_R-,Preço_2
17527,D+_R-,Preço_2
17528,D+_R-,Preço_2
17529,D+_R-,Preço_2
17530,D-_R-,Preço_2
17531,D+_R-,Preço_2
17532,D-_R-,Preço_2
17533,D-_R-,Preço_2
17534,D+_R-,Preço_2
17535,D-_R-,Preço_2
17536,D+_R-,Preço_2
17537,D+_R-,Preço_2
17538,D+_R-,Preço_2
17539,D+_R-,Preço_2
17540,D+_R-,Preço_2
17541,D+_R-,Preço_2
17542,D+_R-,Preço_2
17543,D-_R-,Preço_2
17544,D-_R-,Preço_2
17545,D-_R-,Preço_2
17546,D-_R-,Preço_2
17547,D+_R-,Preço_2
17548,D+_R-,Preço_2
17549,D+_R-,Preço_Outros
17550,D+_R-,Preço_Outros
17551,D+_R+,Preço_Outros
17552,D+_R+,Preço_Outros
17553,D+_R+,Preço_Outros
17554,D+_R+,Preço_Outros
17555,D+_R-,Preço_Outros
17556,D+_R-,Preço_Outros
17557,D+_R+,Preço_Outros
17558,D+_R+,Preço_Outros
17559,D+_R+,Preço_Outros
17560,D+_R-,Preço_Outros
17561,D+_R-,Preço_Outros
17562,D+_R-,Preço_Outros
17563,D+_R+,Preço_Outros
17564,D-_R-,Preço_Outros
17565,D-_R-,Preço_Outros
17566,D-_R-,Preço_Outros
17567,D-_R+,Preço_Outros
17568,D-_R+,Preço_Outros
17569,D-_R-,Preço_Outros
17570,D-_R-,Preço_Outros
17571,D-_R+,Preço_Outros
17572,D-_R-,Preço_Outros
17573,D-_R+,Preço_Outros
17574,D-_R+,Preço_Outros
17575,D+_R+,Preço_Outros
17576,D+_R+,Preço_Outros
17577,D+_R+,Preço_Outros
17578,D+_R+,Preço_Outros
17579,D+_R-,Preço_Outros
17580,D+_R-,Preço_Outros
17581,D-_R-,Preço_Outros
17582,D-_R+,Preço_Outros
17583,D-_R+,Preço_Outros
17584,D-_R+,Preço_Outros
17585,D-_R+,Preço_Outros
17586,D-_R-,Preço_Outros
17587,D+_R-,Preço_Outros
17588,D+_R+,Preço_Outros
17589,D+_R+,Preço_Outros
17590,D-_R-,Preço_Outros
17591,D-_R+,Preço_Outros
17592,D-_R+,Preço_Outros
17593,D-_R+,Preço_Outros
17594,D-_R+,Preço_Outros
17595,D-_R+,Preço_Outros
17596,D-_R+,Preço_Outros
17597,D-_R-,Preço_Outros
17598,D-_R-,Preço_Outros
17599,D+_R+,Preço_Outros
17600,D+_R+,Preço_Outros
17601,D+_R+,Preço_Outros
17602,D+_R+,Preço_Outros
17603,D+_R-,Preço_Outros
17604,D+_R-,Preço_Outros
17605,D-_R-,Preço_Outros
17606,D-_R+,Preço_Outros
17607,D-_R+,Preço_Outros
17608,D-_R+,Preço_Outros
17609,D-_R+,Preço_Outros
17610,D-_R-,Preço_Outros
17611,D+_R+,Preço_Outros
17612,D+_R+,Preço_Outros
17613,D+_R-,Preço_Outros
17614,D+_R+,Preço_Outros
17615,D+_R+,Preço_Outros
17616,D+_R-,Preço_Outros
17617,D+_R-,Preço_Outros
17618,D+_R-,Preço_Outros
17619,D+_R-,Preço_Outros
17620,D+_R-,Preço_Outros
17621,D-_R-,Preço_Outros
17622,D+_R-,Preço_Outros
17623,D-_R-,Preço_Outros
17624,D+_R-,Preço_Outros
17625,D+_R-,Preço_Outros
17626,D+_R-,Preço_Outros
17627,D+_R-,Preço_Outros
17628,D+_R+,Preço_Outros
17629,D+_R-,Preço_Outros
17630,D+_R-,Preço_Outros
17631,D+_R-,Preço_Outros
17632,D+_R-,Preço_Outros
17633,D+_R-,Preço_Outros
17634,D+_R+,Preço_Outros
17635,D+_R-,Preço_Outros
17636,D+_R-,Preço_Outros
17637,D-_R-,Preço_Outros
17638,D-_R-,Preço_Outros
17639,D-_R-,Preço_Outros
17640,D+_R-,Preço_Outros
17641,D-_R+,Preço_Outros
17642,D-_R-,Preço_Outros
17643,D-_R-,Preço_Outros
17644,D+_R+,Preço_Outros
17645,D+_R-,Preço_Outros
17646,D-_R-,Preço_Outros
17647,D-_R-,Preço_Outros
17648,D+_R-,Preço_Outros
17649,D+_R-,Preço_Outros
17650,D+_R-,Preço_Outros
17651,D+_R-,Preço_Outros
17652,D+_R-,Preço_Outros
17653,D+_R-,Preço_Outros
17654,D-_R-,Preço_Outros
17655,D+_R-,Preço_Outros
17656,D-_R-,Preço_Outros
17657,D-_R-,Preço_Outros
17658,D-_R-,Preço_Outros
17659,D-_R-,Preço_Outros
17660,D-_R-,Preço_Outros
17661,D+_R-,Preço_Outros
17662,D+_R-,Preço_Outros
17663,D+_R-,Preço_Outros
17664,D-_R-,Preço_Outros
17665,D-_R-,Preço_Outros
17666,D+_R-,Preço_Outros
17667,D-_R-,Preço_Outros
17668,D-_R-,Preço_Outros
17669,D-_R-,Preço_Outros
17670,D-_R-,Preço_Outros
17671,D-_R-,Preço_Outros
17672,D+_R-,Preço_Outros
17673,D+_R-,Preço_Outros
17674,D-_R+,Preço_Outros
17675,D+_R-,Preço_Outros
17676,D-_R-,Preço_Outros
17677,D-_R-,Preço_Outros
17678,D+_R-,Preço_Outros
17679,D-_R-,Preço_Outros
17680,D+_R-,Preço_Outros
17681,D-_R-,Preço_Outros
17682,D-_R-,Preço_Outros
17683,D-_R-,Preço_Outros
17684,D-_R-,Preço_Outros
17685,D-_R-,Preço_Outros
17686,D-_R-,Preço_Outros
17687,D-_R+,Preço_Outros
17688,D+_R-,Preço_Outros
17689,D-_R-,Preço_Outros
17690,D-_R-,Preço_Outros
17691,D-_R-,Preço_Outros
17692,D-_R-,Preço_Outros
17693,D+_R-,Preço_Outros
17694,D+_R-,Preço_Outros
17695,D+_R+,Preço_Outros
17696,D+_R-,Preço_Outros
17697,D+_R-,Preço_Outros
17698,D+_R-,Preço_Outros
17699,D+_R-,Preço_Outros
17700,D+_R+,Preço_Outros
17701,D+_R-,Preço_Outros
17702,D+_R-,Preço_Outros
17703,D+_R-,Preço_Outros
17704,D+_R-,Preço_Outros
17705,D+_R-,Preço_Outros
17706,D-_R-,Preço_Outros
17707,D+_R+,Preço_Outros
17708,D-_R-,Preço_Outros
17709,D-_R-,Preço_Outros
17710,D-_R+,Preço_Outros
17711,D+_R-,Preço_Outros
17712,D-_R-,Preço_Outros
17713,D-_R+,Preço_Outros
17714,D-_R-,Preço_Outros
17715,D-_R-,Preço_Outros
17716,D-_R+,Preço_Outros
17717,D-_R-,Preço_Outros
17718,D+_R+,Preço_Outros
17719,D+_R-,Preço_Outros
17720,D+_R+,Preço_Outros
17721,D+_R-,Preço_Outros
17722,D+_R-,Preço_Outros
17723,D+_R-,Preço_Outros
17724,D-_R+,Preço_Outros
17725,D-_R-,Preço_Outros
17726,D-_R-,Preço_Outros
17727,D-_R-,Preço_Outros
17728,D-_R+,Preço_Outros
17729,D-_R-,Preço_Outros
17730,D+_R-,Preço_Outros
17731,D-_R-,Preço_Outros
17732,D-_R+,Preço_Outros
17733,D-_R-,Preço_Outros
17734,D+_R-,Preço_Outros
17735,D+_R+,Preço_Outros
17736,D-_R-,Preço_Outros
17737,D-_R-,Preço_Outros
17738,D-_R+,Preço_Outros
17739,D-_R-,Preço_Outros
17740,D-_R-,Preço_Outros
17741,D-_R-,Preço_Outros
17742,D+_R-,Preço_Outros
17743,D+_R-,Preço_Outros
17744,D+_R-,Preço_Outros
17745,D+_R-,Preço_Outros
17746,D+_R-,Preço_Outros
17747,D+_R-,Preço_Outros
17748,D+_R-,Preço_Outros
17749,D-_R+,Preço_Outros
17750,D-_R-,Preço_Outros
17751,D-_R-,Preço_Outros
17752,D-_R-,Preço_Outros
17753,D-_R+,Preço_Outros
17754,D+_R-,Preço_Outros
17755,D+_R+,Preço_Outros
17756,D+_R-,Preço_Outros
17757,D+_R+,Preço_Outros
17758,D+_R-,Preço_Outros
17759,D+_R-,Preço_Outros
17760,D+_R-,Preço_Outros
17761,D+_R-,Preço_Outros
17762,D+_R-,Preço_Outros
17763,D-_R-,Preço_Outros
17764,D-_R-,Preço_Outros
17765,D+_R-,Preço_Outros
17766,D+_R-,Preço_Outros
17767,D+_R-,Preço_Outros
17768,D+_R-,Preço_Outros
17769,D+_R-,Preço_Outros
17770,D+_R-,Preço_Outros
17771,D+_R-,Preço_Outros
17772,D+_R-,Preço_Outros
17773,D+_R-,Preço_Outros
17774,D+_R-,Preço_Outros
17775,D+_R+,Preço_Outros
17776,D+_R-,Preço_Outros
17777,D+_R-,Preço_Outros
17778,D+_R-,Preço_Outros
17779,D-_R-,Preço_Outros
17780,D-_R-,Preço_Outros
17781,D-_R-,Preço_Outros
17782,D-_R-,Preço_Outros
17783,D-_R-,Preço_Outros
17784,D-_R-,Preço_Outros
17785,D-_R-,Preço_Outros
17786,D-_R-,Preço_Outros
17787,D-_R-,Preço_Outros
17788,D-_R-,Preço_Outros
17789,D-_R-,Preço_Outros
17790,D-_R-,Preço_Outros
17791,D-_R-,Preço_Outros
17792,D-_R-,Preço_Outros
17793,D-_R-,Preço_Outros
17794,D-_R-,Preço_Outros
17795,D-_R-,Preço_Outros
17796,D-_R-,Preço_Outros
17797,D-_R-,Preço_Outros
17798,D-_R-,Preço_Outros
17799,D-_R-,Preço_Outros
17800,D-_R-,Preço_Outros
17801,D-_R-,Preço_Outros
17802,D-_R-,Preço_Outros
17803,D-_R-,Preço_Outros
17804,D-_R-,Preço_Outros
17805,D-_R-,Preço_Outros
17806,D-_R-,Preço_Outros
17807,D-_R-,Preço_Outros
17808,D-_R-,Preço_Outros
17809,D-_R-,Preço_Outros
17810,D-_R-,Preço_Outros
17811,D-_R-,Preço_Outros
17812,D-_R-,Preço_Outros
17813,D-_R-,Preço_Outros
17814,D-_R-,Preço_Outros
17815,D-_R-,Preço_Outros
17816,D+_R-,Preço_Outros
17817,D-_R-,Preço_Outros
17818,D-_R-,Preço_Outros
17819,D-_R-,Preço_Outros
17820,D-_R-,Preço_Outros
17821,D-_R-,Preço_Outros
17822,D-_R-,Preço_Outros
17823,D-_R-,Preço_Outros
17824,D-_R-,Preço_Outros
17825,D-_R-,Preço_Outros
17826,D-_R-,Preço_Outros
17827,D-_R-,Preço_Outros
17828,D-_R-,Preço_Outros
17829,D+_R+,Preço_Outros
17830,D+_R-,Preço_Outros
17831,D+_R-,Preço_Outros
17832,D+_R+,Preço_Outros
17833,D+_R-,Preço_Outros
17834,D+_R-,Preço_Outros
17835,D+_R+,Preço_Outros
17836,D+_R+,Preço_Outros
17837,D+_R-,Preço_Outros
17838,D+_R-,Preço_Outros
17839,D+_R-,Preço_Outros
17840,D+_R-,Preço_Outros
17841,D+_R-,Preço_Outros
17842,D+_R-,Preço_Outros
17843,D+_R-,Preço_Outros
17844,D-_R-,Preço_Outros
17845,D-_R-,Preço_Outros
17846,D-_R-,Preço_Outros
17847,D-_R-,Preço_Outros
17848,D-_R+,Preço_Outros
17849,D+_R-,Preço_Outros
17850,D-_R-,Preço_Outros
17851,D-_R-,Preço_Outros
17852,D-_R-,Preço_Outros
17853,D-_R-,Preço_Outros
17854,D-_R+,Preço_Outros
17855,D-_R-,Preço_Outros
17856,D-_R-,Preço_Outros
17857,D-_R-,Preço_Outros
17858,D-_R-,Preço_Outros
17859,D-_R+,Preço_Outros
17860,D-_R-,Preço_Outros
17861,D-_R+,Preço_Outros
17862,D-_R-,Preço_Outros
17863,D-_R+,Preço_Outros
17864,D+_R-,Preço_Outros
17865,D-_R-,Preço_Outros
17866,D-_R-,Preço_Outros
17867,D-_R-,Preço_Outros
17868,D-_R-,Preço_Outros
17869,D-_R+,Preço_Outros
17870,D-_R-,Preço_Outros
17871,D-_R-,Preço_Outros
17872,D-_R-,Preço_Outros
17873,D-_R-,Preço_Outros
17874,D-_R-,Preço_Outros
17875,D-_R-,Preço_Outros
17876,D-_R-,Preço_Outros
17877,D-_R-,Preço_Outros
17878,D+_R-,Preço_Outros
17879,D+_R-,Preço_Outros
17880,D+_R-,Preço_Outros
17881,D-_R-,Preço_Outros
17882,D-_R-,Preço_Outros
17883,D+_R-,Preço_Outros
17884,D-_R-,Preço_Outros
17885,D-_R-,Preço_Outros
17886,D+_R-,Preço_Outros
17887,D-_R-,Preço_Outros
17888,D+_R-,Preço_Outros
17889,D-_R+,Preço_Outros
17890,D-_R-,Preço_Outros
17891,D-_R-,Preço_Outros
17892,D-_R-,Preço_Outros
17893,D+_R-,Preço_Outros
17894,D+_R-,Preço_Outros
17895,D+_R+,Preço_Outros
17896,D-_R-,Preço_Outros
17897,D-_R-,Preço_Outros
17898,D-_R-,Preço_Outros
17899,D-_R-,Preço_Outros
17900,D-_R-,Preço_Outros
17901,D-_R-,Preço_Outros
17902,D-_R-,Preço_Outros
17903,D-_R-,Preço_Outros
17904,D-_R-,Preço_2
17905,D-_R-,Preço_2
17906,D+_R-,Preço_2
17907,D-_R+,Preço_2
17908,D-_R-,Preço_2
17909,D-_R-,Preço_2
17910,D-_R-,Preço_2
17911,D+_R-,Preço_2
17912,D+_R-,Preço_2
17913,D+_R-,Preço_2
17914,D-_R+,Preço_2
17915,D+_R-,Preço_2
17916,D+_R-,Preço_2
17917,D+_R-,Preço_2
17918,D+_R-,Preço_2
17919,D-_R-,Preço_2
17920,D+_R-,Preço_2
17921,D+_R-,Preço_2
17922,D+_R-,Preço_2
17923,D+_R-,Preço_2
17924,D+_R-,Preço_2
17925,D+_R-,Preço_2
17926,D+_R-,Preço_2
17927,D+_R-,Preço_2
17928,D+_R-,Preço_2
17929,D+_R-,Preço_2
17930,D+_R-,Preço_2
17931,D-_R-,Preço_2
17932,D+_R-,Preço_2
17933,D+_R-,Preço_2
17934,D+_R-,Preço_2
17935,D-_R-,Preço_2
17936,D+_R-,Preço_2
17937,D-_R-,Preço_2
17938,D-_R-,Preço_2
17939,D-_R-,Preço_2
17940,D+_R-,Preço_2
17941,D+_R-,Preço_2
17942,D+_R-,Preço_2
17943,D-_R-,Preço_2
17944,D-_R-,Preço_2
17945,D+_R-,Preço_2
17946,D+_R-,Preço_2
17947,D+_R-,Preço_2
17948,D-_R-,Preço_2
17949,D+_R-,Preço_2
17950,D-_R-,Preço_2
17951,D+_R-,Preço_2
17952,D+_R-,Preço_2
17953,D-_R-,Preço_2
17954,D-_R-,Preço_2
17955,D-_R-,Preço_2
17956,D-_R-,Preço_2
17957,D+_R+,Preço_Outros
17958,D+_R+,Preço_Outros
17959,D+_R+,Preço_Outros
17960,D+_R+,Preço_Outros
17961,D+_R+,Preço_Outros
17962,D+_R+,Preço_Outros
17963,D+_R+,Preço_Outros
17964,D+_R+,Preço_Outros
17965,D+_R+,Preço_Outros
17966,D+_R+,Preço_Outros
17967,D+_R+,Preço_Outros
17968,D+_R+,Preço_Outros
17969,D+_R+,Preço_Outros
17970,D+_R+,Preço_Outros
17971,D+_R+,Preço_Outros
17972,D+_R+,Preço_Outros
17973,D+_R+,Preço_Outros
17974,D+_R+,Preço_Outros
17975,D-_R+,Preço_Outros
17976,D-_R+,Preço_Outros
17977,D+_R-,Preço_Outros
17978,D-_R+,Preço_Outros
17979,D-_R+,Preço_Outros
17980,D-_R+,Preço_Outros
17981,D-_R+,Preço_Outros
17982,D-_R+,Preço_Outros
17983,D-_R+,Preço_Outros
17984,D-_R+,Preço_Outros
17985,D-_R-,Preço_Outros
17986,D-_R+,Preço_Outros
17987,D+_R-,Preço_Outros
17988,D+_R+,Preço_Outros
17989,D+_R+,Preço_Outros
17990,D+_R+,Preço_Outros
17991,D+_R+,Preço_Outros
17992,D+_R+,Preço_Outros
17993,D-_R+,Preço_Outros
17994,D-_R+,Preço_Outros
17995,D-_R-,Preço_Outros
17996,D-_R+,Preço_Outros
17997,D-_R+,Preço_Outros
17998,D-_R+,Preço_Outros
17999,D-_R-,Preço_Outros
18000,D+_R-,Preço_Outros
18001,D+_R+,Preço_Outros
18002,D-_R-,Preço_Outros
18003,D-_R-,Preço_Outros
18004,D-_R+,Preço_Outros
18005,D-_R+,Preço_Outros
18006,D-_R-,Preço_Outros
18007,D+_R-,Preço_Outros
18008,D+_R+,Preço_Outros
18009,D-_R-,Preço_Outros
18010,D+_R+,Preço_Outros
18011,D+_R-,Preço_Outros
18012,D-_R-,Preço_Outros
18013,D-_R+,Preço_Outros
18014,D+_R+,Preço_Outros
18015,D-_R+,Preço_Outros
18016,D-_R-,Preço_Outros
18017,D+_R+,Preço_Outros
18018,D+_R+,Preço_Outros
18019,D+_R-,Preço_Outros
18020,D+_R+,Preço_Outros
18021,D+_R+,Preço_Outros
18022,D+_R-,Preço_Outros
18023,D-_R-,Preço_Outros
18024,D-_R-,Preço_Outros
18025,D-_R-,Preço_Outros
18026,D+_R-,Preço_Outros
18027,D+_R-,Preço_Outros
18028,D+_R-,Preço_Outros
18029,D+_R-,Preço_Outros
18030,D+_R+,Preço_Outros
18031,D+_R+,Preço_Outros
18032,D+_R-,Preço_Outros
18033,D+_R-,Preço_Outros
18034,D+_R-,Preço_Outros
18035,D+_R-,Preço_Outros
18036,D+_R-,Preço_Outros
18037,D+_R-,Preço_Outros
18038,D+_R+,Preço_Outros
18039,D+_R-,Preço_Outros
18040,D+_R-,Preço_Outros
18041,D+_R-,Preço_Outros
18042,D+_R-,Preço_Outros
18043,D+_R-,Preço_Outros
18044,D+_R-,Preço_Outros
18045,D+_R+,Preço_Outros
18046,D+_R+,Preço_Outros
18047,D-_R-,Preço_Outros
18048,D+_R-,Preço_Outros
18049,D+_R-,Preço_Outros
18050,D-_R-,Preço_Outros
18051,D-_R+,Preço_Outros
18052,D-_R+,Preço_Outros
18053,D-_R-,Preço_Outros
18054,D+_R+,Preço_Outros
18055,D-_R-,Preço_Outros
18056,D+_R-,Preço_Outros
18057,D+_R+,Preço_Outros
18058,D+_R+,Preço_Outros
18059,D+_R+,Preço_Outros
18060,D+_R+,Preço_Outros
18061,D+_R-,Preço_Outros
18062,D-_R+,Preço_Outros
18063,D-_R+,Preço_Outros
18064,D-_R-,Preço_Outros
18065,D+_R-,Preço_Outros
18066,D-_R-,Preço_Outros
18067,D-_R-,Preço_Outros
18068,D-_R+,Preço_Outros
18069,D+_R+,Preço_Outros
18070,D-_R-,Preço_Outros
18071,D+_R+,Preço_Outros
18072,D-_R-,Preço_Outros
18073,D-_R-,Preço_Outros
18074,D-_R-,Preço_Outros
18075,D-_R-,Preço_Outros
18076,D-_R-,Preço_Outros
18077,D-_R+,Preço_Outros
18078,D-_R-,Preço_Outros
18079,D-_R-,Preço_Outros
18080,D-_R-,Preço_Outros
18081,D-_R+,Preço_Outros
18082,D-_R-,Preço_Outros
18083,D-_R-,Preço_Outros
18084,D-_R-,Preço_Outros
18085,D-_R-,Preço_Outros
18086,D-_R-,Preço_Outros
18087,D-_R+,Preço_Outros
18088,D-_R+,Preço_Outros
18089,D-_R-,Preço_Outros
18090,D-_R-,Preço_Outros
18091,D+_R-,Preço_Outros
18092,D-_R-,Preço_Outros
18093,D-_R-,Preço_Outros
18094,D-_R-,Preço_Outros
18095,D-_R+,Preço_Outros
18096,D-_R-,Preço_Outros
18097,D-_R-,Preço_Outros
18098,D+_R-,Preço_Outros
18099,D+_R-,Preço_Outros
18100,D+_R-,Preço_Outros
18101,D-_R-,Preço_Outros
18102,D-_R-,Preço_Outros
18103,D+_R+,Preço_Outros
18104,D+_R-,Preço_Outros
18105,D+_R+,Preço_Outros
18106,D+_R+,Preço_Outros
18107,D+_R+,Preço_Outros
18108,D+_R-,Preço_Outros
18109,D+_R+,Preço_Outros
18110,D+_R-,Preço_Outros
18111,D+_R+,Preço_Outros
18112,D+_R+,Preço_Outros
18113,D+_R+,Preço_Outros
18114,D+_R+,Preço_Outros
18115,D+_R+,Preço_Outros
18116,D+_R-,Preço_Outros
18117,D+_R+,Preço_Outros
18118,D+_R+,Preço_Outros
18119,D+_R+,Preço_Outros
18120,D+_R+,Preço_Outros
18121,D+_R+,Preço_Outros
18122,D-_R+,Preço_Outros
18123,D-_R-,Preço_Outros
18124,D-_R+,Preço_Outros
18125,D-_R+,Preço_Outros
18126,D-_R+,Preço_Outros
18127,D-_R+,Preço_Outros
18128,D-_R+,Preço_Outros
18129,D-_R+,Preço_Outros
18130,D-_R+,Preço_Outros
18131,D-_R+,Preço_Outros
18132,D-_R-,Preço_Outros
18133,D+_R+,Preço_Outros
18134,D+_R+,Preço_Outros
18135,D+_R+,Preço_Outros
18136,D+_R+,Preço_Outros
18137,D+_R+,Preço_Outros
18138,D+_R+,Preço_Outros
